District,Zone,Geographical Region,Development Region,VDC_Municipality,Ward_Number,Constituency
Lamjung,Gandaki,Hill,Western,गाँउसहर,2,2
Lamjung,Gandaki,Hill,Western,गाँउसहर,3,2
Lamjung,Gandaki,Hill,Western,गाँउसहर,4,2
Lamjung,Gandaki,Hill,Western,गाँउसहर,5,2
Lamjung,Gandaki,Hill,Western,गाँउसहर,6,2
Lamjung,Gandaki,Hill,Western,गाँउसहर,7,2
Lamjung,Gandaki,Hill,Western,गाँउसहर,8,2
Lamjung,Gandaki,Hill,Western,गाँउसहर,9,2
Lamjung,Gandaki,Hill,Western,पुरानकोट,3,2
Lamjung,Gandaki,Hill,Western,पुरानकोट,4,2
Lamjung,Gandaki,Hill,Western,पुरानकोट,5,2
Lamjung,Gandaki,Hill,Western,पुरानकोट,6,2
Lamjung,Gandaki,Hill,Western,पुरानकोट,7,2
Lamjung,Gandaki,Hill,Western,पुरानकोट,8,2
Lamjung,Gandaki,Hill,Western,पुरानकोट,9,2
Lamjung,Gandaki,Hill,Western,सिन्दुरे,1,2
Lamjung,Gandaki,Hill,Western,सिन्दुरे,2,2
Lamjung,Gandaki,Hill,Western,सिन्दुरे,3,2
Lamjung,Gandaki,Hill,Western,सिन्दुरे,4,2
Lamjung,Gandaki,Hill,Western,सिन्दुरे,5,2
Lamjung,Gandaki,Hill,Western,सिन्दुरे,6,2
Lamjung,Gandaki,Hill,Western,सिन्दुरे,7,2
Lamjung,Gandaki,Hill,Western,सिन्दुरे,8,2
Lamjung,Gandaki,Hill,Western,सिन्दुरे,9,2
Lamjung,Gandaki,Hill,Western,बाग्लुङपानी,1,2
Lamjung,Gandaki,Hill,Western,बाग्लुङपानी,2,2
Lamjung,Gandaki,Hill,Western,बाग्लुङपानी,3,2
Lamjung,Gandaki,Hill,Western,बाग्लुङपानी,4,2
Lamjung,Gandaki,Hill,Western,बाग्लुङपानी,5,2
Lamjung,Gandaki,Hill,Western,बाग्लुङपानी,6,2
Lamjung,Gandaki,Hill,Western,बाग्लुङपानी,7,2
Lamjung,Gandaki,Hill,Western,बाग्लुङपानी,8,2
Lamjung,Gandaki,Hill,Western,बाग्लुङपानी,9,2
Lamjung,Gandaki,Hill,Western,भोजे,3,2
Lamjung,Gandaki,Hill,Western,भोजे,4,2
Lamjung,Gandaki,Hill,Western,भोजे,5,2
Lamjung,Gandaki,Hill,Western,भोजे,6,2
Lamjung,Gandaki,Hill,Western,भोजे,7,2
Lamjung,Gandaki,Hill,Western,भोजे,8,2
Lamjung,Gandaki,Hill,Western,भोजे,9,2
Lamjung,Gandaki,Hill,Western,भुजुङ,1,2
Lamjung,Gandaki,Hill,Western,भुजुङ,2,2
Lamjung,Gandaki,Hill,Western,भुजुङ,3,2
Lamjung,Gandaki,Hill,Western,भुजुङ,4,2
Lamjung,Gandaki,Hill,Western,भुजुङ,5,2
Lamjung,Gandaki,Hill,Western,भुजुङ,6,2
Lamjung,Gandaki,Hill,Western,भुजुङ,7,2
Lamjung,Gandaki,Hill,Western,भुजुङ,8,2
Lamjung,Gandaki,Hill,Western,भुजुङ,9,2
Lamjung,Gandaki,Hill,Western,गिलुङ,1,2
Lamjung,Gandaki,Hill,Western,गिलुङ,2,2
Lamjung,Gandaki,Hill,Western,गिलुङ,3,2
Lamjung,Gandaki,Hill,Western,गिलुङ,4,2
Lamjung,Gandaki,Hill,Western,गिलुङ,5,2
Lamjung,Gandaki,Hill,Western,गिलुङ,6,2
Lamjung,Gandaki,Hill,Western,गिलुङ,7,2
Lamjung,Gandaki,Hill,Western,गिलुङ,8,2
Lamjung,Gandaki,Hill,Western,गिलुङ,9,2
Lamjung,Gandaki,Hill,Western,मालिङ,1,2
Lamjung,Gandaki,Hill,Western,मालिङ,2,2
Lamjung,Gandaki,Hill,Western,मालिङ,3,2
Lamjung,Gandaki,Hill,Western,मालिङ,4,2
Lamjung,Gandaki,Hill,Western,मालिङ,5,2
Lamjung,Gandaki,Hill,Western,मालिङ,6,2
Lamjung,Gandaki,Hill,Western,मालिङ,7,2
Lamjung,Gandaki,Hill,Western,मालिङ,8,2
Lamjung,Gandaki,Hill,Western,मालिङ,9,2
Lamjung,Gandaki,Hill,Western,नाल्मा,1,2
Lamjung,Gandaki,Hill,Western,नाल्मा,2,2
Lamjung,Gandaki,Hill,Western,नाल्मा,3,2
Lamjung,Gandaki,Hill,Western,नाल्मा,4,2
Lamjung,Gandaki,Hill,Western,नाल्मा,5,2
Lamjung,Gandaki,Hill,Western,नाल्मा,6,2
Lamjung,Gandaki,Hill,Western,नाल्मा,7,2
Lamjung,Gandaki,Hill,Western,नाल्मा,8,2
Lamjung,Gandaki,Hill,Western,नाल्मा,9,2
Lamjung,Gandaki,Hill,Western,पसगाउँ,1,2
Lamjung,Gandaki,Hill,Western,पसगाउँ,2,2
Lamjung,Gandaki,Hill,Western,पसगाउँ,3,2
Lamjung,Gandaki,Hill,Western,पसगाउँ,4,2
Lamjung,Gandaki,Hill,Western,पसगाउँ,5,2
Lamjung,Gandaki,Hill,Western,पसगाउँ,6,2
Lamjung,Gandaki,Hill,Western,पसगाउँ,7,2
Lamjung,Gandaki,Hill,Western,पसगाउँ,8,2
Lamjung,Gandaki,Hill,Western,पसगाउँ,9,2
Lamjung,Gandaki,Hill,Western,उत्तरकन्या,1,2
Lamjung,Gandaki,Hill,Western,उत्तरकन्या,2,2
Lamjung,Gandaki,Hill,Western,उत्तरकन्या,3,2
Lamjung,Gandaki,Hill,Western,उत्तरकन्या,4,2
Lamjung,Gandaki,Hill,Western,उत्तरकन्या,5,2
Lamjung,Gandaki,Hill,Western,उत्तरकन्या,6,2
Lamjung,Gandaki,Hill,Western,उत्तरकन्या,7,2
Lamjung,Gandaki,Hill,Western,उत्तरकन्या,8,2
Lamjung,Gandaki,Hill,Western,उत्तरकन्या,9,2
Lamjung,Gandaki,Hill,Western,भोटेओडार,1,2
Lamjung,Gandaki,Hill,Western,भोटेओडार,2,2
Lamjung,Gandaki,Hill,Western,भोटेओडार,3,2
Lamjung,Gandaki,Hill,Western,भोटेओडार,4,2
Lamjung,Gandaki,Hill,Western,भोटेओडार,5,2
Lamjung,Gandaki,Hill,Western,भोटेओडार,6,2
Lamjung,Gandaki,Hill,Western,भोटेओडार,7,2
Lamjung,Gandaki,Hill,Western,भोटेओडार,8,2
Lamjung,Gandaki,Hill,Western,भोटेओडार,9,2
Lamjung,Gandaki,Hill,Western,बाँझाखेत,1,1
Lamjung,Gandaki,Hill,Western,बाँझाखेत,2,1
Lamjung,Gandaki,Hill,Western,बाँझाखेत,3,1
Lamjung,Gandaki,Hill,Western,तार्कु,5,2
Lamjung,Gandaki,Hill,Western,तार्कु,6,2
Lamjung,Gandaki,Hill,Western,तार्कु,7,2
Lamjung,Gandaki,Hill,Western,तार्कु,8,2
Lamjung,Gandaki,Hill,Western,तार्कु,9,2
Lamjung,Gandaki,Hill,Western,उदीपुर,1,2
Lamjung,Gandaki,Hill,Western,उदीपुर,2,2
Lamjung,Gandaki,Hill,Western,उदीपुर,3,2
Lamjung,Gandaki,Hill,Western,उदीपुर,4,2
Lamjung,Gandaki,Hill,Western,उदीपुर,5,2
Lamjung,Gandaki,Hill,Western,उदीपुर,6,2
Lamjung,Gandaki,Hill,Western,उदीपुर,7,2
Lamjung,Gandaki,Hill,Western,उदीपुर,8,2
Lamjung,Gandaki,Hill,Western,उदीपुर,9,2
Lamjung,Gandaki,Hill,Western,जिता,1,2
Lamjung,Gandaki,Hill,Western,जिता,2,2
Lamjung,Gandaki,Hill,Western,जिता,3,2
Lamjung,Gandaki,Hill,Western,जिता,4,2
Lamjung,Gandaki,Hill,Western,जिता,5,2
Lamjung,Gandaki,Hill,Western,जिता,6,2
Lamjung,Gandaki,Hill,Western,जिता,7,2
Lamjung,Gandaki,Hill,Western,जिता,8,2
Lamjung,Gandaki,Hill,Western,जिता,9,2
Lamjung,Gandaki,Hill,Western,कुन्छा,1,2
Lamjung,Gandaki,Hill,Western,कुन्छा,2,2
Lamjung,Gandaki,Hill,Western,कुन्छा,3,2
Lamjung,Gandaki,Hill,Western,कुन्छा,4,2
Lamjung,Gandaki,Hill,Western,कुन्छा,5,2
Lamjung,Gandaki,Hill,Western,कुन्छा,6,2
Lamjung,Gandaki,Hill,Western,कुन्छा,7,2
Lamjung,Gandaki,Hill,Western,कुन्छा,8,2
Lamjung,Gandaki,Hill,Western,कुन्छा,9,2
Lamjung,Gandaki,Hill,Western,परेवाडाँडा,1,2
Lamjung,Gandaki,Hill,Western,परेवाडाँडा,2,2
Lamjung,Gandaki,Hill,Western,परेवाडाँडा,3,2
Lamjung,Gandaki,Hill,Western,परेवाडाँडा,4,2
Lamjung,Gandaki,Hill,Western,परेवाडाँडा,5,2
Lamjung,Gandaki,Hill,Western,परेवाडाँडा,6,2
Lamjung,Gandaki,Hill,Western,परेवाडाँडा,7,2
Lamjung,Gandaki,Hill,Western,परेवाडाँडा,8,2
Lamjung,Gandaki,Hill,Western,परेवाडाँडा,9,2
Lamjung,Gandaki,Hill,Western,रम्घा,1,2
Lamjung,Gandaki,Hill,Western,रम्घा,2,2
Lamjung,Gandaki,Hill,Western,रम्घा,3,2
Lamjung,Gandaki,Hill,Western,रम्घा,4,2
Lamjung,Gandaki,Hill,Western,रम्घा,5,2
Lamjung,Gandaki,Hill,Western,रम्घा,6,2
Lamjung,Gandaki,Hill,Western,रम्घा,7,2
Lamjung,Gandaki,Hill,Western,चन्द्रेश्वर,1,2
Lamjung,Gandaki,Hill,Western,चन्द्रेश्वर,2,2
Lamjung,Gandaki,Hill,Western,चन्द्रेश्वर,3,2
Lamjung,Gandaki,Hill,Western,चन्द्रेश्वर,4,2
Lamjung,Gandaki,Hill,Western,चन्द्रेश्वर,5,2
Lamjung,Gandaki,Hill,Western,चन्द्रेश्वर,6,2
Lamjung,Gandaki,Hill,Western,चन्द्रेश्वर,7,2
Lamjung,Gandaki,Hill,Western,चन्द्रेश्वर,8,2
Lamjung,Gandaki,Hill,Western,चन्द्रेश्वर,9,2
Lamjung,Gandaki,Hill,Western,धुसेनी,1,2
Lamjung,Gandaki,Hill,Western,धुसेनी,2,2
Lamjung,Gandaki,Hill,Western,रम्घा,8,2
Lamjung,Gandaki,Hill,Western,रम्घा,9,2
Lamjung,Gandaki,Hill,Western,सूर्यपाल,1,2
Lamjung,Gandaki,Hill,Western,सूर्यपाल,2,2
Lamjung,Gandaki,Hill,Western,सूर्यपाल,3,2
Lamjung,Gandaki,Hill,Western,सूर्यपाल,4,2
Lamjung,Gandaki,Hill,Western,सूर्यपाल,5,2
Lamjung,Gandaki,Hill,Western,सूर्यपाल,6,2
Lamjung,Gandaki,Hill,Western,सूर्यपाल,7,2
Lamjung,Gandaki,Hill,Western,सूर्यपाल,8,2
Lamjung,Gandaki,Hill,Western,सूर्यपाल,9,2
Lamjung,Gandaki,Hill,Western,समीभञ्ज्याङ,1,2
Lamjung,Gandaki,Hill,Western,समीभञ्ज्याङ,2,2
Lamjung,Gandaki,Hill,Western,समीभञ्ज्याङ,3,2
Lamjung,Gandaki,Hill,Western,समीभञ्ज्याङ,4,2
Lamjung,Gandaki,Hill,Western,समीभञ्ज्याङ,5,2
Lamjung,Gandaki,Hill,Western,समीभञ्ज्याङ,6,2
Lamjung,Gandaki,Hill,Western,समीभञ्ज्याङ,7,2
Lamjung,Gandaki,Hill,Western,समीभञ्ज्याङ,8,2
Lamjung,Gandaki,Hill,Western,समीभञ्ज्याङ,9,2
Lamjung,Gandaki,Hill,Western,तान्द्राङ टक्सार,1,2
Lamjung,Gandaki,Hill,Western,तान्द्राङ टक्सार,2,2
Lamjung,Gandaki,Hill,Western,धुसेनी,3,2
Lamjung,Gandaki,Hill,Western,धुसेनी,4,2
Lamjung,Gandaki,Hill,Western,धुसेनी,5,2
Lamjung,Gandaki,Hill,Western,धुसेनी,6,2
Lamjung,Gandaki,Hill,Western,धुसेनी,7,2
Lamjung,Gandaki,Hill,Western,धुसेनी,8,2
Lamjung,Gandaki,Hill,Western,धुसेनी,9,2
Lamjung,Gandaki,Hill,Western,दुराडाँडा,1,2
Lamjung,Gandaki,Hill,Western,दुराडाँडा,2,2
Lamjung,Gandaki,Hill,Western,दुराडाँडा,3,2
Lamjung,Gandaki,Hill,Western,दुराडाँडा,4,2
Lamjung,Gandaki,Hill,Western,दुराडाँडा,5,2
Lamjung,Gandaki,Hill,Western,दुराडाँडा,6,2
Lamjung,Gandaki,Hill,Western,दुराडाँडा,7,2
Lamjung,Gandaki,Hill,Western,दुराडाँडा,8,2
Lamjung,Gandaki,Hill,Western,दुराडाँडा,9,2
Lamjung,Gandaki,Hill,Western,सुन्दरबजार,1,2
Lamjung,Gandaki,Hill,Western,सुन्दरबजार,2,2
Lamjung,Gandaki,Hill,Western,सुन्दरबजार,3,2
Lamjung,Gandaki,Hill,Western,सुन्दरबजार,4,2
Lamjung,Gandaki,Hill,Western,सुन्दरबजार,5,2
Lamjung,Gandaki,Hill,Western,सुन्दरबजार,6,2
Lamjung,Gandaki,Hill,Western,सुन्दरबजार,7,2
Lamjung,Gandaki,Hill,Western,सुन्दरबजार,8,2
Lamjung,Gandaki,Hill,Western,सुन्दरबजार,9,2
Lamjung,Gandaki,Hill,Western,तार्कु,1,2
Lamjung,Gandaki,Hill,Western,तार्कु,2,2
Lamjung,Gandaki,Hill,Western,तार्कु,3,2
Lamjung,Gandaki,Hill,Western,तार्कु,4,2
Lamjung,Gandaki,Hill,Western,बाँझाखेत,4,1
Lamjung,Gandaki,Hill,Western,बाँझाखेत,5,1
Lamjung,Gandaki,Hill,Western,बाँझाखेत,6,1
Lamjung,Gandaki,Hill,Western,बाँझाखेत,7,1
Lamjung,Gandaki,Hill,Western,बाँझाखेत,8,1
Lamjung,Gandaki,Hill,Western,बाँझाखेत,9,1
Lamjung,Gandaki,Hill,Western,हिलेटक्सार,1,1
Lamjung,Gandaki,Hill,Western,हिलेटक्सार,2,1
Lamjung,Gandaki,Hill,Western,हिलेटक्सार,3,1
Lamjung,Gandaki,Hill,Western,हिलेटक्सार,4,1
Lamjung,Gandaki,Hill,Western,हिलेटक्सार,5,1
Lamjung,Gandaki,Hill,Western,हिलेटक्सार,6,1
Lamjung,Gandaki,Hill,Western,हिलेटक्सार,7,1
Lamjung,Gandaki,Hill,Western,हिलेटक्सार,8,1
Lamjung,Gandaki,Hill,Western,हिलेटक्सार,9,1
Lamjung,Gandaki,Hill,Western,बाहुनडाँडा,1,1
Lamjung,Gandaki,Hill,Western,बाहुनडाँडा,2,1
Lamjung,Gandaki,Hill,Western,बाहुनडाँडा,3,1
Lamjung,Gandaki,Hill,Western,बाहुनडाँडा,4,1
Lamjung,Gandaki,Hill,Western,बाहुनडाँडा,5,1
Lamjung,Gandaki,Hill,Western,बाहुनडाँडा,6,1
Lamjung,Gandaki,Hill,Western,बाहुनडाँडा,7,1
Lamjung,Gandaki,Hill,Western,बाहुनडाँडा,8,1
Lamjung,Gandaki,Hill,Western,बाहुनडाँडा,9,1
Lamjung,Gandaki,Hill,Western,भुलभुले,1,1
Lamjung,Gandaki,Hill,Western,भुलभुले,2,1
Lamjung,Gandaki,Hill,Western,भुलभुले,3,1
Lamjung,Gandaki,Hill,Western,भुलभुले,4,1
Lamjung,Gandaki,Hill,Western,भुलभुले,5,1
Lamjung,Gandaki,Hill,Western,भुलभुले,6,1
Lamjung,Gandaki,Hill,Western,भुलभुले,7,1
Lamjung,Gandaki,Hill,Western,भुलभुले,8,1
Lamjung,Gandaki,Hill,Western,भुलभुले,9,1
Lamjung,Gandaki,Hill,Western,घनपोखरा,1,1
Lamjung,Gandaki,Hill,Western,घनपोखरा,2,1
Lamjung,Gandaki,Hill,Western,घनपोखरा,3,1
Lamjung,Gandaki,Hill,Western,घनपोखरा,4,1
Lamjung,Gandaki,Hill,Western,घनपोखरा,5,1
Lamjung,Gandaki,Hill,Western,घनपोखरा,6,1
Lamjung,Gandaki,Hill,Western,घनपोखरा,7,1
Lamjung,Gandaki,Hill,Western,तान्द्राङ टक्सार,3,2
Lamjung,Gandaki,Hill,Western,तान्द्राङ टक्सार,4,2
Lamjung,Gandaki,Hill,Western,तान्द्राङ टक्सार,5,2
Lamjung,Gandaki,Hill,Western,तान्द्राङ टक्सार,6,2
Lamjung,Gandaki,Hill,Western,तान्द्राङ टक्सार,7,2
Lamjung,Gandaki,Hill,Western,तान्द्राङ टक्सार,8,2
Lamjung,Gandaki,Hill,Western,तान्द्राङ टक्सार,9,2
Lamjung,Gandaki,Hill,Western,वाग्रे,1,2
Lamjung,Gandaki,Hill,Western,वाग्रे,2,2
Lamjung,Gandaki,Hill,Western,वाग्रे,3,2
Lamjung,Gandaki,Hill,Western,वाग्रे,4,2
Lamjung,Gandaki,Hill,Western,वाग्रे,5,2
Lamjung,Gandaki,Hill,Western,वाग्रे,6,2
Lamjung,Gandaki,Hill,Western,वाग्रे,7,2
Lamjung,Gandaki,Hill,Western,वाग्रे,8,2
Lamjung,Gandaki,Hill,Western,वाग्रे,9,2
Lamjung,Gandaki,Hill,Western,भोर्लेटार,1,2
Lamjung,Gandaki,Hill,Western,भोर्लेटार,2,2
Lamjung,Gandaki,Hill,Western,भोर्लेटार,3,2
Lamjung,Gandaki,Hill,Western,भोर्लेटार,4,2
Lamjung,Gandaki,Hill,Western,भोर्लेटार,5,2
Lamjung,Gandaki,Hill,Western,भोर्लेटार,6,2
Lamjung,Gandaki,Hill,Western,भोर्लेटार,7,2
Lamjung,Gandaki,Hill,Western,भोर्लेटार,8,2
Lamjung,Gandaki,Hill,Western,भोर्लेटार,9,2
Lamjung,Gandaki,Hill,Western,ईसानेश्वर,1,2
Lamjung,Gandaki,Hill,Western,ईसानेश्वर,2,2
Lamjung,Gandaki,Hill,Western,ईसानेश्वर,3,2
Lamjung,Gandaki,Hill,Western,ईसानेश्वर,4,2
Lamjung,Gandaki,Hill,Western,ईसानेश्वर,5,2
Lamjung,Gandaki,Hill,Western,ईसानेश्वर,6,2
Lamjung,Gandaki,Hill,Western,ईसानेश्वर,7,2
Lamjung,Gandaki,Hill,Western,ईसानेश्वर,8,2
Lamjung,Gandaki,Hill,Western,ईसानेश्वर,9,2
Lamjung,Gandaki,Hill,Western,करापु,1,2
Lamjung,Gandaki,Hill,Western,करापु,2,2
Lamjung,Gandaki,Hill,Western,करापु,3,2
Lamjung,Gandaki,Hill,Western,करापु,4,2
Lamjung,Gandaki,Hill,Western,करापु,5,2
Lamjung,Gandaki,Hill,Western,करापु,6,2
Lamjung,Gandaki,Hill,Western,गौडा,8,1
Lamjung,Gandaki,Hill,Western,गौडा,9,1
Lamjung,Gandaki,Hill,Western,मोहरीयाकोट,1,1
Lamjung,Gandaki,Hill,Western,मोहरीयाकोट,2,1
Lamjung,Gandaki,Hill,Western,मोहरीयाकोट,3,1
Lamjung,Gandaki,Hill,Western,मोहरीयाकोट,4,1
Lamjung,Gandaki,Hill,Western,मोहरीयाकोट,5,1
Lamjung,Gandaki,Hill,Western,मोहरीयाकोट,6,1
Lamjung,Gandaki,Hill,Western,मोहरीयाकोट,7,1
Lamjung,Gandaki,Hill,Western,मोहरीयाकोट,8,1
Lamjung,Gandaki,Hill,Western,मोहरीयाकोट,9,1
Lamjung,Gandaki,Hill,Western,प्यारजुङ,1,1
Lamjung,Gandaki,Hill,Western,प्यारजुङ,2,1
Lamjung,Gandaki,Hill,Western,प्यारजुङ,3,1
Lamjung,Gandaki,Hill,Western,प्यारजुङ,4,1
Lamjung,Gandaki,Hill,Western,प्यारजुङ,5,1
Lamjung,Gandaki,Hill,Western,प्यारजुङ,6,1
Lamjung,Gandaki,Hill,Western,प्यारजुङ,7,1
Lamjung,Gandaki,Hill,Western,प्यारजुङ,8,1
Lamjung,Gandaki,Hill,Western,प्यारजुङ,9,1
Lamjung,Gandaki,Hill,Western,श्रीभञ्ज्याङ,1,1
Lamjung,Gandaki,Hill,Western,श्रीभञ्ज्याङ,2,1
Lamjung,Gandaki,Hill,Western,श्रीभञ्ज्याङ,3,1
Lamjung,Gandaki,Hill,Western,श्रीभञ्ज्याङ,4,1
Lamjung,Gandaki,Hill,Western,श्रीभञ्ज्याङ,5,1
Lamjung,Gandaki,Hill,Western,श्रीभञ्ज्याङ,6,1
Lamjung,Gandaki,Hill,Western,श्रीभञ्ज्याङ,7,1
Lamjung,Gandaki,Hill,Western,श्रीभञ्ज्याङ,8,1
Lamjung,Gandaki,Hill,Western,श्रीभञ्ज्याङ,9,1
Lamjung,Gandaki,Hill,Western,तार्कुघाट,1,1
Lamjung,Gandaki,Hill,Western,तार्कुघाट,2,1
Lamjung,Gandaki,Hill,Western,तार्कुघाट,3,1
Lamjung,Gandaki,Hill,Western,तार्कुघाट,4,1
Lamjung,Gandaki,Hill,Western,तार्कुघाट,5,1
Lamjung,Gandaki,Hill,Western,तार्कुघाट,6,1
Lamjung,Gandaki,Hill,Western,तार्कुघाट,7,1
Lamjung,Gandaki,Hill,Western,तार्कुघाट,8,1
Lamjung,Gandaki,Hill,Western,तार्कुघाट,9,1
Lamjung,Gandaki,Hill,Western,भोजे,1,2
Lamjung,Gandaki,Hill,Western,भोजे,2,2
Lamjung,Gandaki,Hill,Western,घनपोखरा,8,1
Lamjung,Gandaki,Hill,Western,घनपोखरा,9,1
Lamjung,Gandaki,Hill,Western,घेर्मु,1,1
Lamjung,Gandaki,Hill,Western,घेर्मु,2,1
Lamjung,Gandaki,Hill,Western,घेर्मु,3,1
Lamjung,Gandaki,Hill,Western,घेर्मु,4,1
Lamjung,Gandaki,Hill,Western,घेर्मु,5,1
Lamjung,Gandaki,Hill,Western,घेर्मु,6,1
Lamjung,Gandaki,Hill,Western,घेर्मु,7,1
Lamjung,Gandaki,Hill,Western,घेर्मु,8,1
Lamjung,Gandaki,Hill,Western,घेर्मु,9,1
Lamjung,Gandaki,Hill,Western,खुदी,1,1
Lamjung,Gandaki,Hill,Western,खुदी,2,1
Lamjung,Gandaki,Hill,Western,खुदी,3,1
Lamjung,Gandaki,Hill,Western,खुदी,4,1
Lamjung,Gandaki,Hill,Western,खुदी,5,1
Lamjung,Gandaki,Hill,Western,खुदी,6,1
Lamjung,Gandaki,Hill,Western,खुदी,7,1
Lamjung,Gandaki,Hill,Western,खुदी,8,1
Lamjung,Gandaki,Hill,Western,खुदी,9,1
Lamjung,Gandaki,Hill,Western,सिम्पानी,1,1
Lamjung,Gandaki,Hill,Western,सिम्पानी,2,1
Lamjung,Gandaki,Hill,Western,सिम्पानी,3,1
Lamjung,Gandaki,Hill,Western,सिम्पानी,4,1
Lamjung,Gandaki,Hill,Western,सिम्पानी,5,1
Lamjung,Gandaki,Hill,Western,सिम्पानी,6,1
Lamjung,Gandaki,Hill,Western,सिम्पानी,7,1
Lamjung,Gandaki,Hill,Western,सिम्पानी,8,1
Lamjung,Gandaki,Hill,Western,सिम्पानी,9,1
Lamjung,Gandaki,Hill,Western,ताघ्रिङ (ताधुङ),1,1
Lamjung,Gandaki,Hill,Western,ताघ्रिङ (ताधुङ),2,1
Lamjung,Gandaki,Hill,Western,ताघ्रिङ (ताधुङ),3,1
Lamjung,Gandaki,Hill,Western,ताघ्रिङ (ताधुङ),4,1
Lamjung,Gandaki,Hill,Western,ताघ्रिङ (ताधुङ),5,1
Lamjung,Gandaki,Hill,Western,ताघ्रिङ (ताधुङ),6,1
Lamjung,Gandaki,Hill,Western,ताघ्रिङ (ताधुङ),7,1
Lamjung,Gandaki,Hill,Western,ताघ्रिङ (ताधुङ),8,1
Lamjung,Gandaki,Hill,Western,ताघ्रिङ (ताधुङ),9,1
Lamjung,Gandaki,Hill,Western,बन्सार ,1,1
Lamjung,Gandaki,Hill,Western,बन्सार ,2,1
Lamjung,Gandaki,Hill,Western,बन्सार ,3,1
Lamjung,Gandaki,Hill,Western,बन्सार ,4,1
Lamjung,Gandaki,Hill,Western,बन्सार ,5,1
Lamjung,Gandaki,Hill,Western,बन्सार ,6,1
Lamjung,Gandaki,Hill,Western,बन्सार ,7,1
Lamjung,Gandaki,Hill,Western,बन्सार ,8,1
Lamjung,Gandaki,Hill,Western,बन्सार ,9,1
Lamjung,Gandaki,Hill,Western,चिती,1,1
Lamjung,Gandaki,Hill,Western,चिती,2,1
Lamjung,Gandaki,Hill,Western,चिती,3,1
Lamjung,Gandaki,Hill,Western,चिती,4,1
Lamjung,Gandaki,Hill,Western,चिती,5,1
Lamjung,Gandaki,Hill,Western,चिती,6,1
Lamjung,Gandaki,Hill,Western,चिती,7,1
Lamjung,Gandaki,Hill,Western,चिती,8,1
Lamjung,Gandaki,Hill,Western,चिती,9,1
Lamjung,Gandaki,Hill,Western,ढोडेनी,1,1
Lamjung,Gandaki,Hill,Western,ढोडेनी,2,1
Lamjung,Gandaki,Hill,Western,ढोडेनी,3,1
Lamjung,Gandaki,Hill,Western,ढोडेनी,4,1
Lamjung,Gandaki,Hill,Western,ढोडेनी,5,1
Lamjung,Gandaki,Hill,Western,ढोडेनी,6,1
Lamjung,Gandaki,Hill,Western,ढोडेनी,7,1
Lamjung,Gandaki,Hill,Western,ढोडेनी,8,1
Lamjung,Gandaki,Hill,Western,ढोडेनी,9,1
Lamjung,Gandaki,Hill,Western,नौथर,1,1
Lamjung,Gandaki,Hill,Western,नौथर,2,1
Lamjung,Gandaki,Hill,Western,नौथर,3,1
Lamjung,Gandaki,Hill,Western,नौथर,4,1
Lamjung,Gandaki,Hill,Western,नौथर,5,1
Lamjung,Gandaki,Hill,Western,चक्रतिर्थ,1,1
Lamjung,Gandaki,Hill,Western,चक्रतिर्थ,2,1
Lamjung,Gandaki,Hill,Western,चक्रतिर्थ,3,1
Lamjung,Gandaki,Hill,Western,चक्रतिर्थ,4,1
Lamjung,Gandaki,Hill,Western,चक्रतिर्थ,5,1
Lamjung,Gandaki,Hill,Western,चक्रतिर्थ,6,1
Lamjung,Gandaki,Hill,Western,चक्रतिर्थ,7,1
Lamjung,Gandaki,Hill,Western,चक्रतिर्थ,8,1
Lamjung,Gandaki,Hill,Western,चक्रतिर्थ,9,1
Lamjung,Gandaki,Hill,Western,धमिलीकुवा,1,1
Lamjung,Gandaki,Hill,Western,धमिलीकुवा,2,1
Lamjung,Gandaki,Hill,Western,धमिलीकुवा,3,1
Lamjung,Gandaki,Hill,Western,धमिलीकुवा,4,1
Lamjung,Gandaki,Hill,Western,धमिलीकुवा,5,1
Lamjung,Gandaki,Hill,Western,धमिलीकुवा,6,1
Lamjung,Gandaki,Hill,Western,धमिलीकुवा,7,1
Lamjung,Gandaki,Hill,Western,धमिलीकुवा,8,1
Lamjung,Gandaki,Hill,Western,धमिलीकुवा,9,1
Lamjung,Gandaki,Hill,Western,दुधपोखरी,1,1
Lamjung,Gandaki,Hill,Western,दुधपोखरी,2,1
Lamjung,Gandaki,Hill,Western,दुधपोखरी,3,1
Lamjung,Gandaki,Hill,Western,दुधपोखरी,4,1
Lamjung,Gandaki,Hill,Western,दुधपोखरी,5,1
Lamjung,Gandaki,Hill,Western,दुधपोखरी,6,1
Lamjung,Gandaki,Hill,Western,दुधपोखरी,7,1
Lamjung,Gandaki,Hill,Western,दुधपोखरी,8,1
Lamjung,Gandaki,Hill,Western,दुधपोखरी,9,1
Lamjung,Gandaki,Hill,Western,ईलमपोखरी,1,1
Lamjung,Gandaki,Hill,Western,ईलमपोखरी,2,1
Lamjung,Gandaki,Hill,Western,ईलमपोखरी,3,1
Lamjung,Gandaki,Hill,Western,ईलमपोखरी,4,1
Lamjung,Gandaki,Hill,Western,ईलमपोखरी,5,1
Lamjung,Gandaki,Hill,Western,ईलमपोखरी,6,1
Lamjung,Gandaki,Hill,Western,ईलमपोखरी,7,1
Lamjung,Gandaki,Hill,Western,ईलमपोखरी,8,1
