District,Zone,Geographical Region,Development Region,VDC_Municipality,Ward_Number,Constituency
Nuwakot,Bagmati,Hill,Central,नर्जामण्डप,2,2
Nuwakot,Bagmati,Hill,Central,नर्जामण्डप,3,2
Nuwakot,Bagmati,Hill,Central,नर्जामण्डप,4,2
Nuwakot,Bagmati,Hill,Central,नर्जामण्डप,5,2
Nuwakot,Bagmati,Hill,Central,नर्जामण्डप,6,2
Nuwakot,Bagmati,Hill,Central,नर्जामण्डप,7,2
Nuwakot,Bagmati,Hill,Central,नर्जामण्डप,8,2
Nuwakot,Bagmati,Hill,Central,नर्जामण्डप,9,2
Nuwakot,Bagmati,Hill,Central,बुधसिंग,1,3
Nuwakot,Bagmati,Hill,Central,बुधसिंग,2,3
Nuwakot,Bagmati,Hill,Central,बुधसिंग,3,3
Nuwakot,Bagmati,Hill,Central,बुधसिंग,4,3
Nuwakot,Bagmati,Hill,Central,बुधसिंग,5,3
Nuwakot,Bagmati,Hill,Central,बुधसिंग,6,3
Nuwakot,Bagmati,Hill,Central,बुधसिंग,7,3
Nuwakot,Bagmati,Hill,Central,बुधसिंग,8,3
Nuwakot,Bagmati,Hill,Central,बुधसिंग,9,3
Nuwakot,Bagmati,Hill,Central,चारघरे,1,3
Nuwakot,Bagmati,Hill,Central,चारघरे,2,3
Nuwakot,Bagmati,Hill,Central,चारघरे,3,3
Nuwakot,Bagmati,Hill,Central,चारघरे,4,3
Nuwakot,Bagmati,Hill,Central,चारघरे,5,3
Nuwakot,Bagmati,Hill,Central,चारघरे,6,3
Nuwakot,Bagmati,Hill,Central,चारघरे,7,3
Nuwakot,Bagmati,Hill,Central,चारघरे,8,3
Nuwakot,Bagmati,Hill,Central,चारघरे,9,3
Nuwakot,Bagmati,Hill,Central,दाङसिंङ,1,3
Nuwakot,Bagmati,Hill,Central,दाङसिंङ,2,3
Nuwakot,Bagmati,Hill,Central,दाङसिंङ,3,3
Nuwakot,Bagmati,Hill,Central,दाङसिंङ,4,3
Nuwakot,Bagmati,Hill,Central,दाङसिंङ,5,3
Nuwakot,Bagmati,Hill,Central,दाङसिंङ,6,3
Nuwakot,Bagmati,Hill,Central,दाङसिंङ,7,3
Nuwakot,Bagmati,Hill,Central,दाङसिंङ,8,3
Nuwakot,Bagmati,Hill,Central,दाङसिंङ,9,3
Nuwakot,Bagmati,Hill,Central,गोर्स्याङ,1,3
Nuwakot,Bagmati,Hill,Central,गोर्स्याङ,2,3
Nuwakot,Bagmati,Hill,Central,गोर्स्याङ,3,3
Nuwakot,Bagmati,Hill,Central,गोर्स्याङ,4,3
Nuwakot,Bagmati,Hill,Central,गोर्स्याङ,5,3
Nuwakot,Bagmati,Hill,Central,गोर्स्याङ,6,3
Nuwakot,Bagmati,Hill,Central,गोर्स्याङ,7,3
Nuwakot,Bagmati,Hill,Central,गोर्स्याङ,8,3
Nuwakot,Bagmati,Hill,Central,गोर्स्याङ,9,3
Nuwakot,Bagmati,Hill,Central,खड्गभञ्ज्याङ्ग,1,3
Nuwakot,Bagmati,Hill,Central,खड्गभञ्ज्याङ्ग,2,3
Nuwakot,Bagmati,Hill,Central,खड्गभञ्ज्याङ्ग,3,3
Nuwakot,Bagmati,Hill,Central,खड्गभञ्ज्याङ्ग,4,3
Nuwakot,Bagmati,Hill,Central,खड्गभञ्ज्याङ्ग,5,3
Nuwakot,Bagmati,Hill,Central,खड्गभञ्ज्याङ्ग,6,3
Nuwakot,Bagmati,Hill,Central,खड्गभञ्ज्याङ्ग,7,3
Nuwakot,Bagmati,Hill,Central,खड्गभञ्ज्याङ्ग,8,3
Nuwakot,Bagmati,Hill,Central,पँचकन्या,8,2
Nuwakot,Bagmati,Hill,Central,पँचकन्या,9,2
Nuwakot,Bagmati,Hill,Central,राउतवेशी,1,2
Nuwakot,Bagmati,Hill,Central,राउतवेशी,2,2
Nuwakot,Bagmati,Hill,Central,राउतवेशी,3,2
Nuwakot,Bagmati,Hill,Central,राउतवेशी,4,2
Nuwakot,Bagmati,Hill,Central,राउतवेशी,5,2
Nuwakot,Bagmati,Hill,Central,राउतवेशी,6,2
Nuwakot,Bagmati,Hill,Central,राउतवेशी,7,2
Nuwakot,Bagmati,Hill,Central,राउतवेशी,8,2
Nuwakot,Bagmati,Hill,Central,राउतवेशी,9,2
Nuwakot,Bagmati,Hill,Central,थप्रेक,1,2
Nuwakot,Bagmati,Hill,Central,थप्रेक,2,2
Nuwakot,Bagmati,Hill,Central,थप्रेक,3,2
Nuwakot,Bagmati,Hill,Central,थप्रेक,4,2
Nuwakot,Bagmati,Hill,Central,थप्रेक,5,2
Nuwakot,Bagmati,Hill,Central,थप्रेक,6,2
Nuwakot,Bagmati,Hill,Central,थप्रेक,7,2
Nuwakot,Bagmati,Hill,Central,थप्रेक,8,2
Nuwakot,Bagmati,Hill,Central,थप्रेक,9,2
Nuwakot,Bagmati,Hill,Central,भद्रुटार,1,2
Nuwakot,Bagmati,Hill,Central,भद्रुटार,2,2
Nuwakot,Bagmati,Hill,Central,भद्रुटार,3,2
Nuwakot,Bagmati,Hill,Central,भद्रुटार,4,2
Nuwakot,Bagmati,Hill,Central,भद्रुटार,5,2
Nuwakot,Bagmati,Hill,Central,भद्रुटार,6,2
Nuwakot,Bagmati,Hill,Central,भद्रुटार,7,2
Nuwakot,Bagmati,Hill,Central,भद्रुटार,8,2
Nuwakot,Bagmati,Hill,Central,भद्रुटार,9,2
Nuwakot,Bagmati,Hill,Central,चौघडा,1,2
Nuwakot,Bagmati,Hill,Central,चौघडा,2,2
Nuwakot,Bagmati,Hill,Central,चौघडा,3,2
Nuwakot,Bagmati,Hill,Central,चौघडा,4,2
Nuwakot,Bagmati,Hill,Central,चौघडा,5,2
Nuwakot,Bagmati,Hill,Central,चौघडा,6,2
Nuwakot,Bagmati,Hill,Central,चौघडा,7,2
Nuwakot,Bagmati,Hill,Central,चौघडा,8,2
Nuwakot,Bagmati,Hill,Central,चौघडा,9,2
Nuwakot,Bagmati,Hill,Central,कविलास,1,2
Nuwakot,Bagmati,Hill,Central,कविलास,2,2
Nuwakot,Bagmati,Hill,Central,कविलास,3,2
Nuwakot,Bagmati,Hill,Central,कविलास,4,2
Nuwakot,Bagmati,Hill,Central,कविलास,5,2
Nuwakot,Bagmati,Hill,Central,कविलास,6,2
Nuwakot,Bagmati,Hill,Central,कविलास,7,2
Nuwakot,Bagmati,Hill,Central,कविलास,8,2
Nuwakot,Bagmati,Hill,Central,कविलास,9,2
Nuwakot,Bagmati,Hill,Central,ध्याङफेदी,1,2
Nuwakot,Bagmati,Hill,Central,ध्याङफेदी,2,2
Nuwakot,Bagmati,Hill,Central,ध्याङफेदी,3,2
Nuwakot,Bagmati,Hill,Central,ध्याङफेदी,4,2
Nuwakot,Bagmati,Hill,Central,ध्याङफेदी,5,2
Nuwakot,Bagmati,Hill,Central,ध्याङफेदी,6,2
Nuwakot,Bagmati,Hill,Central,ध्याङफेदी,7,2
Nuwakot,Bagmati,Hill,Central,ध्याङफेदी,8,2
Nuwakot,Bagmati,Hill,Central,ध्याङफेदी,9,2
Nuwakot,Bagmati,Hill,Central,रालुकादेवी,1,2
Nuwakot,Bagmati,Hill,Central,रालुकादेवी,2,2
Nuwakot,Bagmati,Hill,Central,रालुकादेवी,3,2
Nuwakot,Bagmati,Hill,Central,रालुकादेवी,4,2
Nuwakot,Bagmati,Hill,Central,रालुकादेवी,5,2
Nuwakot,Bagmati,Hill,Central,रालुकादेवी,6,2
Nuwakot,Bagmati,Hill,Central,रालुकादेवी,7,2
Nuwakot,Bagmati,Hill,Central,रालुकादेवी,8,2
Nuwakot,Bagmati,Hill,Central,रालुकादेवी,9,2
Nuwakot,Bagmati,Hill,Central,समुद्रटार,1,2
Nuwakot,Bagmati,Hill,Central,समुद्रटार,2,2
Nuwakot,Bagmati,Hill,Central,समुद्रटार,3,2
Nuwakot,Bagmati,Hill,Central,समुद्रटार,4,2
Nuwakot,Bagmati,Hill,Central,समुद्रटार,5,2
Nuwakot,Bagmati,Hill,Central,समुद्रटार,6,2
Nuwakot,Bagmati,Hill,Central,समुद्रटार,7,2
Nuwakot,Bagmati,Hill,Central,समुद्रटार,8,2
Nuwakot,Bagmati,Hill,Central,समुद्रटार,9,2
Nuwakot,Bagmati,Hill,Central,शिखरवेशी,1,2
Nuwakot,Bagmati,Hill,Central,शिखरवेशी,2,2
Nuwakot,Bagmati,Hill,Central,शिखरवेशी,3,2
Nuwakot,Bagmati,Hill,Central,शिखरवेशी,4,2
Nuwakot,Bagmati,Hill,Central,शिखरवेशी,5,2
Nuwakot,Bagmati,Hill,Central,शिखरवेशी,6,2
Nuwakot,Bagmati,Hill,Central,शिखरवेशी,7,2
Nuwakot,Bagmati,Hill,Central,शिखरवेशी,8,2
Nuwakot,Bagmati,Hill,Central,शिखरवेशी,9,2
Nuwakot,Bagmati,Hill,Central,विदुर नगरपालिका,1,3
Nuwakot,Bagmati,Hill,Central,विदुर नगरपालिका,2,3
Nuwakot,Bagmati,Hill,Central,विदुर नगरपालिका,3,3
Nuwakot,Bagmati,Hill,Central,विदुर नगरपालिका,4,3
Nuwakot,Bagmati,Hill,Central,विदुर नगरपालिका,5,3
Nuwakot,Bagmati,Hill,Central,विदुर नगरपालिका,6,3
Nuwakot,Bagmati,Hill,Central,विदुर नगरपालिका,7,3
Nuwakot,Bagmati,Hill,Central,विदुर नगरपालिका,8,3
Nuwakot,Bagmati,Hill,Central,विदुर नगरपालिका,9,3
Nuwakot,Bagmati,Hill,Central,विदुर नगरपालिका,10,3
Nuwakot,Bagmati,Hill,Central,विदुर नगरपालिका,11,3
Nuwakot,Bagmati,Hill,Central,तुप्चे,3,3
Nuwakot,Bagmati,Hill,Central,तुप्चे,4,3
Nuwakot,Bagmati,Hill,Central,तुप्चे,5,3
Nuwakot,Bagmati,Hill,Central,तुप्चे,6,3
Nuwakot,Bagmati,Hill,Central,तुप्चे,7,3
Nuwakot,Bagmati,Hill,Central,तुप्चे,8,3
Nuwakot,Bagmati,Hill,Central,तुप्चे,9,3
Nuwakot,Bagmati,Hill,Central,चाउथे,1,1
Nuwakot,Bagmati,Hill,Central,चाउथे,2,1
Nuwakot,Bagmati,Hill,Central,चाउथे,3,1
Nuwakot,Bagmati,Hill,Central,चाउथे,4,1
Nuwakot,Bagmati,Hill,Central,चाउथे,5,1
Nuwakot,Bagmati,Hill,Central,चाउथे,6,1
Nuwakot,Bagmati,Hill,Central,चाउथे,7,1
Nuwakot,Bagmati,Hill,Central,चाउथे,8,1
Nuwakot,Bagmati,Hill,Central,चाउथे,9,1
Nuwakot,Bagmati,Hill,Central,दुईपिपल,1,1
Nuwakot,Bagmati,Hill,Central,दुईपिपल,2,1
Nuwakot,Bagmati,Hill,Central,दुईपिपल,3,1
Nuwakot,Bagmati,Hill,Central,दुईपिपल,4,1
Nuwakot,Bagmati,Hill,Central,दुईपिपल,5,1
Nuwakot,Bagmati,Hill,Central,दुईपिपल,6,1
Nuwakot,Bagmati,Hill,Central,दुईपिपल,7,1
Nuwakot,Bagmati,Hill,Central,दुईपिपल,8,1
Nuwakot,Bagmati,Hill,Central,दुईपिपल,9,1
Nuwakot,Bagmati,Hill,Central,ककनी,1,1
Nuwakot,Bagmati,Hill,Central,ककनी,2,1
Nuwakot,Bagmati,Hill,Central,ककनी,3,1
Nuwakot,Bagmati,Hill,Central,ककनी,4,1
Nuwakot,Bagmati,Hill,Central,ककनी,5,1
Nuwakot,Bagmati,Hill,Central,ककनी,6,1
Nuwakot,Bagmati,Hill,Central,ककनी,7,1
Nuwakot,Bagmati,Hill,Central,ककनी,8,1
Nuwakot,Bagmati,Hill,Central,ककनी,9,1
Nuwakot,Bagmati,Hill,Central,कुमरी,1,1
Nuwakot,Bagmati,Hill,Central,कुमरी,2,1
Nuwakot,Bagmati,Hill,Central,कुमरी,3,1
Nuwakot,Bagmati,Hill,Central,कुमरी,4,1
Nuwakot,Bagmati,Hill,Central,कुमरी,5,1
Nuwakot,Bagmati,Hill,Central,कुमरी,6,1
Nuwakot,Bagmati,Hill,Central,कुमरी,7,1
Nuwakot,Bagmati,Hill,Central,कुमरी,8,1
Nuwakot,Bagmati,Hill,Central,कुमरी,9,1
Nuwakot,Bagmati,Hill,Central,‍ओखरपौवा,1,1
Nuwakot,Bagmati,Hill,Central,‍ओखरपौवा,2,1
Nuwakot,Bagmati,Hill,Central,‍ओखरपौवा,3,1
Nuwakot,Bagmati,Hill,Central,‍ओखरपौवा,4,1
Nuwakot,Bagmati,Hill,Central,‍ओखरपौवा,5,1
Nuwakot,Bagmati,Hill,Central,‍ओखरपौवा,6,1
Nuwakot,Bagmati,Hill,Central,‍ओखरपौवा,7,1
Nuwakot,Bagmati,Hill,Central,‍ओखरपौवा,8,1
Nuwakot,Bagmati,Hill,Central,‍ओखरपौवा,9,1
Nuwakot,Bagmati,Hill,Central,सुनखानी,1,1
Nuwakot,Bagmati,Hill,Central,सुनखानी,2,1
Nuwakot,Bagmati,Hill,Central,सुनखानी,3,1
Nuwakot,Bagmati,Hill,Central,सुनखानी,4,1
Nuwakot,Bagmati,Hill,Central,सुनखानी,5,1
Nuwakot,Bagmati,Hill,Central,सुनखानी,6,1
Nuwakot,Bagmati,Hill,Central,सुनखानी,7,1
Nuwakot,Bagmati,Hill,Central,सुनखानी,8,1
Nuwakot,Bagmati,Hill,Central,सुनखानी,9,1
Nuwakot,Bagmati,Hill,Central,थानापती,1,1
Nuwakot,Bagmati,Hill,Central,थानापती,2,1
Nuwakot,Bagmati,Hill,Central,थानापती,3,1
Nuwakot,Bagmati,Hill,Central,थानापती,4,1
Nuwakot,Bagmati,Hill,Central,थानापती,5,1
Nuwakot,Bagmati,Hill,Central,थानापती,6,1
